;date;tweets;transaction_fee;transaction_value;number_of_transaction;blocksize;blocktime;marketcap;price;gas_limit;cny_usd;eur_usd;jpy_usd;gold;Oil;Nasdaq;btc_price
779;4/5/18;21845;0,427;2025;1000526;27766;0,256;77708203994;783,083;7996916;0,1572;1,1958;0,9163;1.314,70;69,58;7.209,62;9700.759765625
780;5/5/18;26531;0,44;1782;789261;24103;0,251;80349279799;809,529;7996943;0,1572;1,1958;0,9163;1.314,70;69,58;7.209,62;9858.150390625
781;6/5/18;21560;0,44;1752;691273;22388;0,25;78703691992;792,784;7997255;0,1572;1,1958;0,9163;1.314,70;69,58;7.209,62;9654.7998046875
782;7/5/18;20120;0,418;2783;789863;23088;0,247;73807393950;743,309;7997160;0,157;1,192;0,9165;1.314,10;70,62;7.265,21;9373.009765625
783;8/5/18;18752;0,453;1932;820098;23859;0,251;74401473906;749,138;7997317;0,157;1,1862;0,9163;1.313,70;68,97;7.266,90;9234.8203125
784;9/5/18;17990;0,465;1988;831127;24510;0,251;73507370560;739,982;7997121;0,1572;1,185;0,9112;1.313,00;71,05;7.339,90;9325.1796875
785;10/5/18;18843;0,651;1896;854827;26750;0,253;74931950739;754,168;7996727;0,1575;1,1913;0,914;1.322,30;71,31;7.404,98;9043.9404296875
786;11/5/18;19660;0,611;1861;826099;25118;0,25;69462960221;698,979;7996362;0,1579;1,1942;0,914;1.320,70;70,68;7.402,88;8441.490234375
787;12/5/18;17229;0,424;1367;788487;23752;0,25;66725512542;671,294;7997006;0,1579;1,1942;0,914;1.320,70;70,68;7.402,88;8504.8896484375
788;13/5/18;17133;0,482;1095;762439;23520;0,25;69969835129;703,788;7996329;0,1579;1,1942;0,914;1.320,70;70,68;7.402,88;8723.9404296875
789;14/5/18;19389;0,598;1948;801650;25931;0,255;71460378958;718,634;7996682;0,1578;1,1925;0,9118;1.318,20;70,99;7.411,31;8716.7900390625
790;15/5/18;21123;0,626;1834;779210;24792;0,251;71979551615;723,705;7996907;0,1568;1,1837;0,9061;1.290,30;71,37;7.351,63;8510.3798828125
791;16/5/18;19781;0,618;1457;807257;24743;0,255;69148432131;695,097;7997338;0,157;1,1807;0,9058;1.291,50;71,56;7.398,30;8368.830078125
792;17/5/18;20770;0,662;1431;835761;24608;0,252;69643904713;699,933;7996974;0,157;1,1793;0,9026;1.289,40;71,57;7.382,47;8094.3198242188
793;18/5/18;20202;0,61;1357;831831;24643;0,256;67560902301;678,857;7996450;0,1568;1,1775;0,9028;1.291,30;71,37;7.354,34;8250.9697265625
794;19/5/18;17247;0,546;1002;846288;24459;0,257;69382324328;697,014;7997353;0,1568;1,1775;0,9028;1.291,30;71,37;7.354,34;8247.1796875
795;20/5/18;18448;0,553;1163;777283;23759;0,255;70818488074;711,294;7996626;0,1568;1,1775;0,9028;1.291,30;71,37;7.354,34;8513.25
796;21/5/18;19802;0,602;1463;802211;25580;0,253;70422807228;707,172;7996622;0,1567;1,179;0,9003;1.290,90;72,35;7.394,04;8418.990234375
797;22/5/18;18017;0,638;1834;822409;25326;0,257;67875739501;681,455;7996602;0,157;1,1778;0,9016;1.292,00;72,2;7.378,45;8041.7797851563
798;23/5/18;19611;0,576;2022;833377;25965;0,255;61267713000;614,983;7995546;0,1565;1,1696;0,9083;1.289,60;71,71;7.425,95;7557.8198242188
799;24/5/18;17732;0,52;1535;811167;25467;0,259;58508299994;587,165;7996180;0,1568;1,1719;0,9152;1.304,40;70,58;7.424,43;7587.33984375
800;25/5/18;18032;0,511;1351;800838;24930;0,256;59281723705;594,803;7996846;0,1565;1,165;0,914;1.303,70;67,78;7.433,85;7480.1401367188
801;26/5/18;15775;0,467;1041;761932;23053;0,252;59446427651;596,332;7996987;0,1565;1,165;0,914;1.303,70;67,78;7.433,85;7355.8798828125
802;27/5/18;17270;0,406;1466;776024;23497;0,256;57403473280;575,72;7996710;0,1565;1,165;0,914;1.303,70;67,36;7.433,85;7368.2202148438
803;28/5/18;17979;0,539;1715;861002;25414;0,252;53694973479;538,415;7996001;0,1562;1,1622;0,9138;1.299,00;67,05;7.433,85;7135.990234375
804;29/5/18;19227;0,552;1499;812183;25332;0,255;54158628355;542,952;7996905;0,1558;1,1538;0,9193;1.299,00;66,62;7.396,59;7472.58984375
805;30/5/18;19800;0,597;1498;817018;25507;0,257;56097121189;562,269;7996867;0,1558;1,1661;0,9182;1.304,50;68,08;7.462,45;7406.5200195313
806;31/5/18;18928;0,738;1564;832716;27435;0,255;57129714302;572,5;7996404;0,156;1,169;0,9189;1.302,60;66,91;7.442,12;7494.169921875
807;1/6/18;18471;0,666;1885;758117;25131;0,256;57536710257;576,459;7996119;0,1557;1,166;0,9127;1.297,10;65,77;7.554,33;7541.4501953125
808;2/6/18;16847;0,462;997,815;768017;24617;0,256;58775193820;588,746;7997320;0,1557;1,166;0,9127;1.297,10;65,77;7.554,33;7643.4501953125
809;3/6/18;16966;0,446;847,076;809997;25077;0,256;61024331371;611,15;7997154;0,1557;1,166;0,9127;1.297,10;65,77;7.554,33;7720.25
810;4/6/18;18883;0,551;1516;807165;26427;0,254;60133940822;602,107;7997105;0,156;1,1698;0,9105;1.295,10;64,68;7.606,46;7736.88671875
811;5/6/18;20020;0,484;1580;780654;25848;0,258;59462983362;595,268;7997666;0,1561;1,1717;0,9107;1.299,90;65,46;7.637,86;7633.759765625
812;6/6/18;19892;0,649;1801;754070;24376;0,256;60454007836;605,064;7997676;0,1565;1,1773;0,9074;1.299,20;64,7;7.689,24;7653.9799804688
813;7/6/18;19638;0,495;1686;775828;24384;0,255;60799864145;608,398;7997423;0,1565;1,1797;0,9114;1.300,70;65,89;7.635,07;7678.240234375
814;8/6/18;20170;0,458;1944;720017;24513;0,254;60165694204;601,928;7997661;0,1561;1,1766;0,9127;1.300,50;65,67;7.645,51;7624.919921875
815;9/6/18;17827;0,345;937,892;769427;24163;0,257;60391902761;604,065;7996230;0,1561;1,1766;0,9127;1.300,50;65,67;7.645,51;7531.9799804688
816;10/6/18;16908;0,318;1303;771280;24560;0,255;55894999172;558,971;7996849;0,1561;1,1766;0,9127;1.300,50;65,67;7.645,51;6786.0200195313
817;11/6/18;19136;0,324;1496;768985;24470;0,255;52592219646;525,832;7997541;0,1562;1,1782;0,9087;1.301,00;66,03;7.659,93;6906.919921875
818;12/6/18;21896;0,316;2016;770199;23682;0,252;52125763021;521,061;7996828;0,1562;1,1743;0,9059;1.297,20;66,28;7.703,79;6582.3598632813
819;13/6/18;20671;0,294;2475;797637;25448;0,25;48130170087;481,022;7996692;0,1563;1,1789;0,9061;1.299,20;66,52;7.695,70;6349.8999023438
820;14/6/18;21647;0,336;2624;765916;24149;0,25;49299065140;492,603;7996220;0,1562;1,1567;0,9038;1.306,20;66,69;7.761,04;6675.3500976563
821;15/6/18;24881;0,395;2357;763803;22615;0,249;50228958367;501,792;7996483;0,1553;1,1607;0,9034;1.276,30;64,85;7.746,38;6456.580078125
822;16/6/18;19807;0,447;1252;639775;26353;0,245;49713149817;496,537;7996562;0,1553;1,1607;0,9034;1.276,30;64,85;7.746,38;6550.16015625
823;17/6/18;17825;0,24;914,834;648548;19968;0,243;50240222654;501,699;7997123;0,1553;1,1607;0,9034;1.276,30;64,85;7.746,38;6499.2700195313
824;18/6/18;21717;0,239;1149;695753;22074;0,242;50323574597;502,428;7997124;0,1553;1,1622;0,9045;1.278,00;65,69;7.747,02;6734.8198242188
825;19/6/18;21319;0,316;1314;778765;25000;0,248;52875515392;527,798;7997373;0,1542;1,1588;0,9085;1.276,50;64,9;7.725,59;6769.9399414063
826;20/6/18;19476;0,289;1366;803076;25587;0,247;53062211286;529,553;7996842;0,1545;1,157;0,9061;1.272,40;65,71;7.781,52;6776.5498046875
827;21/6/18;17273;0,295;1321;752035;23526;0,245;53480057130;533,614;7997573;0,154;1,1601;0,909;1.268,60;64,86;7.712,95;6729.740234375
828;22/6/18;17600;0,561;1531;770457;24500;0,247;49145177538;490,26;7997058;0,1537;1,1655;0,9093;1.268,90;67,63;7.692,82;6083.6899414063
829;23/6/18;14447;0,242;898,088;675918;20591;0,243;47261362459;471,371;7997115;0,1537;1,1655;0,9093;1.268,90;67,63;7.692,82;6162.4799804688
830;24/6/18;13835;0,346;1338;671994;20968;0,245;45258399723;451,302;7996853;0,1537;1,1655;0,9093;1.268,90;67,63;7.692,82;6173.2299804688
831;25/6/18;16615;0,288;1319;837265;25228;0,254;45913849847;457,744;7997459;0,1529;1,1702;0,9108;1.267,20;67,04;7.532,01;6249.1801757813
832;26/6/18;17436;0,239;1195;732170;23860;0,251;45231180687;450,846;7996631;0,152;1,1645;0,9084;1.258,00;69,28;7.561,63;6093.669921875
833;27/6/18;17438;0,219;1090;771938;24580;0,246;43616747974;434,665;7997355;0,1514;1,1552;0,9069;1.253,00;71,26;7.445,09;6157.1298828125
834;28/6/18;16486;0,217;1055;744784;23926;0,25;43746066851;435,865;7996957;0,1509;1,1567;0,9049;1.251,00;71,81;7.503,68;5903.4399414063
835;29/6/18;15426;0,223;1233;735092;23219;0,25;41876314071;417,151;7997361;0,151;1,1683;0,9033;1.254,50;72,46;7.510,30;6218.2998046875
836;30/6/18;13673;1,421;884,074;632981;22085;0,245;45179504588;449,963;7997418;0,151;1,1683;0,9033;1.254,50;72,46;7.510,30;6404
837;1/7/18;12296;2,355;730,729;622633;22500;0,247;45494440774;453,007;7997780;0,151;1,1683;0,9033;1.254,50;72,46;7.510,30;6385.8198242188
838;2/7/18;13269;5,528;1339;489559;19625;0,243;46365999382;461,591;7997320;0,15;1,1639;0,9017;1.241,70;71,62;7.567,69;6614.1801757813
839;3/7/18;15575;3,315;1487;573532;22047;0,248;47505192194;472,836;7998027;0,1505;1,1655;0,9041;1.253,50;71,59;7.502,67;6529.58984375
840;4/7/18;16054;3,078;1623;447112;18915;0,247;46989635818;467,609;7997570;0,1508;1,1654;0,905;1.258,80;74,13;7.502,67;6597.5498046875
841;5/7/18;14007;2,283;1473;527586;21492;0,248;47273133704;470,334;7997598;0,1507;1,1689;0,9038;1.258,80;70,63;7.586,43;6639.1401367188
842;6/7/18;15834;3,416;1628;459075;19221;0,246;46970401500;467,227;7997355;0,1505;1,1745;0,9052;1.255,80;71,57;7.688,39;6673.5
843;7/7/18;14029;2,925;1083;484105;19710;0,247;47226707074;469,681;7997489;0,1505;1,1745;0,9052;1.255,80;71,57;7.688,39;6856.9301757813
844;8/7/18;12901;1,067;980,159;631505;22366;0,253;49046448443;487,68;7997465;0,1505;1,1745;0,9052;1.255,80;71,57;7.688,39;6773.8798828125
845;9/7/18;14276;0,81;1292;651926;22362;0,246;48456011236;481,71;7997465;0,1512;1,1749;0,902;1.259,60;71,98;7.756,20;6741.75
846;10/7/18;16919;0,477;1242;691771;23429;0,249;45248259714;449,73;7997848;0,1508;1,1742;0,9008;1.255,40;72,56;7.759,20;6329.9501953125
847;11/7/18;15593;0,573;971,389;643920;22106;0,243;44232502056;439,544;7998137;0,1497;1,1672;0,8926;1.244,40;68,86;7.716,61;6394.7099609375
848;12/7/18;13922;1,045;1002;566058;21238;0,24;43689425408;434,059;7997820;0,15;1,1671;0,8883;1.246,60;69,35;7.823,92;6228.8100585938
849;13/7/18;12627;1,186;965,231;563317;20793;0,242;43902794632;436,091;7998220;0,1494;1,1685;0,8898;1.241,20;69,95;7.825,98;6238.0498046875
850;14/7/18;10603;2,501;792,784;508951;19583;0,24;43707660945;434,064;7997630;0,1494;1,1685;0,8898;1.241,20;69,95;7.825,98;6276.1201171875
851;15/7/18;13146;3,482;775,372;453706;18676;0,237;44672415912;443,555;7997870;0,1494;1,1685;0,8898;1.241,20;69,95;7.825,98;6359.6401367188
852;16/7/18;12769;0,385;1141;703999;23433;0,246;46796414521;464,55;7997219;0,1495;1,1709;0,8904;1.239,70;67,07;7.805,72;6741.75
853;17/7/18;14974;0,348;1228;701292;23583;0,245;48479980592;481,164;7997955;0,1491;1,1659;0,8857;1.227,30;67,16;7.855,12;7321.0400390625
854;18/7/18;13865;0,317;1357;746145;23590;0,25;49885419183;495,013;7996824;0,1488;1,1638;0,8858;1.227,90;67,75;7.854,44;7370.7797851563
855;19/7/18;13918;0,279;1070;734702;23728;0,249;47768792529;473,914;7996822;0,1476;1,1641;0,889;1.224,00;68,24;7.825,30;7466.8598632813
856;20/7/18;14646;0,381;1208;671608;21230;0,247;46241317895;458,668;7997656;0,1477;1,1718;0,8974;1.231,10;68,26;7.820,20;7354.1298828125
857;21/7/18;12959;0,438;806,705;620634;19169;0,24;46350869782;459,661;7997780;0,1477;1,1718;0,8974;1.231,10;68,26;7.820,20;7419.2900390625
858;22/7/18;11419;0,252;711,803;675356;20793;0,241;46727987879;463,305;7996800;0,1477;1,1718;0,8974;1.231,10;68,26;7.820,20;7418.490234375
859;23/7/18;12976;0,339;991,138;758657;23066;0,246;46389186521;459,853;7996724;0,1472;1,169;0,898;1.225,60;66,75;7.841,87;7711.1098632813
860;24/7/18;14679;0,283;1031;784865;24228;0,248;47201553214;467,81;7997333;0,1472;1,1684;0,8992;1.225,50;67,19;7.840,77;8424.26953125
861;25/7/18;14514;0,267;920,126;787527;24159;0,244;47908026721;474,714;7996782;0,1477;1,1728;0,9011;1.231,80;68,01;7.932,24;8181.3901367188
862;26/7/18;14076;0,257;814,532;725630;23504;0,246;48050407001;476,029;7996385;0,1472;1,1641;0,899;1.225,70;68,43;7.852,19;7951.580078125
863;27/7/18;11581;0,214;801,112;788715;22766;0,244;46939327771;464,927;7996352;0,1467;1,1656;0,9004;1.223,00;67,73;7.737,42;8165.009765625
864;28/7/18;9653;0,34;529,209;703973;19586;0,24;47208232286;467,496;7996641;0,1467;1,1656;0,9004;1.223,00;67,73;7.737,42;8192.150390625
865;29/7/18;9679;0,197;500,413;716308;21874;0,24;47056998433;465,904;7995682;0,1467;1,1656;0,9004;1.223,00;67,73;7.737,42;8218.4599609375
866;30/7/18;12101;0,208;945,933;757712;23849;0,241;46430238578;459,605;7996260;0,1467;1,1704;0,9003;1.224,20;68,95;7.630,00;8180.48
867;31/7/18;13385;0,211;1682;745063;23919;0,243;44563442214;441,036;7996680;0,1468;1,1691;0,8937;1.226,40;67,63;7.671,79;7780.44
868;1/8/18;12869;0,415;843,376;757758;24727;0,246;42539776824;420,923;7996702;0,1466;1,1658;0,8949;1.220,30;66,5;7.707,29;7624.91
869;2/8/18;11583;0,178;855,659;779928;24602;0,246;42036964775;415,863;7996659;0,1461;1,1582;0,8956;1.212,90;67,66;7.802,69;7567.15
870;3/8/18;12600;0,187;721,376;753190;22395;0,243;41456573368;410,039;7996273;0,1464;1,1567;0,8986;1.215,90;67,35;7.812,02;7434.39
871;4/8/18;10888;0,23;548,677;720548;21272;0,24;41673580228;412,101;7995954;0,1464;1,1567;0,8986;1.215,90;67,35;7.812,02;7032.85
872;5/8/18;10429;0,152;516,614;704249;22206;0,243;41152769151;406,868;7996383;0,1464;1,1567;0,8986;1.215,90;67,35;7.812,02;7068.48
873;6/8/18;11947;0,249;716,997;699536;23317;0,243;41248140085;407,729;7995701;0,1459;1,1553;0,8976;1.210,60;67,94;7.859,68;6951.8
874;7/8/18;12577;0,852;875,212;636342;19803;0,245;40797470132;403,193;7995768;0,1464;1,1597;0,8977;1.211,20;68,33;7.883,66;6753.12
875;8/8/18;11572;1,864;1338;565663;16263;0,242;37082593033;366,405;7996479;0,1463;1,161;0,9009;1.214,20;66,25;7.888,33;6305.8
876;9/8/18;11100;1,658;1076;538530;15543;0,243;36384024187;361,315;7996647;0,1466;1,1526;0,9001;1.213,00;66,14;7.891,78;6568.23
877;10/8/18;10534;0,883;1062;613892;18596;0,243;36078614355;356,341;7996322;0,1461;1,141;0,9012;1.212,10;66,94;7.839,11;6184.71
878;11/8/18;9562;0,246;805,036;657312;20285;0,242;32269210284;318,651;7996986;0,1461;1,141;0,9012;1.212,10;66,94;7.839,11;6295.73
879;12/8/18;8468;0,182;507,952;641927;19754;0,247;32568568133;321,542;7996219;0,1461;1,141;0,9012;1.212,10;66,94;7.839,11;6322.69
880;13/8/18;10911;0,234;1110;694941;21954;0,245;31247088861;308,434;7996188;0,1451;1,1408;0,9029;1.192,20;66,57;7.819,71;6297.57
881;14/8/18;11625;0,229;1202;690348;21862;0,242;26720760966;263,702;7996481;0,1452;1,1342;0,8995;1.194,00;66,33;7.870,89;6199.71
882;15/8/18;11032;0,261;1033;648565;19765;0,241;29111661639;287,24;7996219;0,1442;1,1343;0,9029;1.178,20;64,46;7.774,12;6308.52
883;16/8/18;10612;0,211;623,461;716732;22328;0,242;29196197870;288,016;7996791;0,1453;1,1375;0,9016;1.177,10;64,88;7.806,52;6334.73
884;17/8/18;10852;0,956;922,65;607270;20514;0,247;30412070294;299,95;7996633;0,1454;1,1437;0,9048;1.177,30;65,21;7.816,33;6580.63
885;18/8/18;9317;0,213;537,162;627522;22512;0,245;30715362866;302,88;7996678;0,1454;1,1437;0,9048;1.177,30;65,21;7.816,33;6423.76
886;19/8/18;8761;0,195;389,9;599660;22015;0,243;30126073760;297,009;7997021;0,1454;1,1437;0,9048;1.177,30;65,21;7.816,33;6506.07
887;20/8/18;10237;0,178;639,561;663769;25134;0,243;29553109531;291,302;7995770;0,1459;1,1479;0,9084;1.187,80;65,42;7.821,01;6308.53
888;21/8/18;10286;0,173;675,131;605639;25249;0,242;28209798490;278,005;7997251;0,1461;1,1569;0,9065;1.193,20;65,84;7.859,17;6488.76
889;22/8/18;9174;0,421;822,103;594872;22832;0,243;28548378424;281,285;7996919;0,1462;1,1596;0,9044;1.196,40;67,51;7.889,10;6376.71
890;23/8/18;9521;0,274;668,923;599557;24307;0,246;27764253547;273,504;7998467;0,1454;1,1537;0,8984;1.187,20;67,53;7.878,46;6534.88
891;24/8/18;10679;0,489;664,704;596227;22859;0,242;28061256600;276,374;7997139;0,1469;1,1621;0,8988;1.206,30;68,36;7.945,98;6719.96
892;25/8/18;10429;0,162;523,033;577239;24937;0,243;28400085929;279,654;7995897;0,1469;1,1621;0,8988;1.206,30;68,36;7.945,98;6763.19
893;26/8/18;9649;0,453;468,365;574072;24193;0,242;27808510502;273,774;7995696;0,1469;1,1621;0,8988;1.206,30;68,36;7.945,98;6707.26
894;27/8/18;11115;0,161;692,038;645890;24866;0,242;28126487456;276,849;7995063;0,1467;1,1677;0,9002;1.209,20;68,54;8.017,90;6884.64
895;28/8/18;12131;0,179;682,686;613844;25984;0,244;29295757268;288,3;7996190;0,147;1,1693;0,8992;1.207,50;68,22;8.030,04;7096.28
896;29/8/18;13346;0,284;837,057;546841;24552;0,244;29703040237;292,25;7995415;0,1466;1,1706;0,8953;1.204,20;69,17;8.109,69;7047.16
897;30/8/18;14935;0,21;681,904;592847;23668;0,244;28665047497;281,98;7995762;0,1461;1,167;0,9009;1.200,00;69,81;8.088,36;6978.23
898;31/8/18;15383;0,218;733,185;577258;22118;0,242;28571955406;281,008;7995719;0,1464;1,1599;0,9003;1.201,60;69,37;8.109,54;7037.58
899;1/9/18;10518;0,16;518,224;656254;23748;0,245;29538043942;290,451;7995875;0,1464;1,1599;0,9003;1.201,60;69,37;8.109,54;7193.25
900;2/9/18;11483;0,158;435,776;620267;23061;0,239;29957669123;294,518;7996522;0,1464;1,1599;0,9003;1.201,60;69,92;8.109,54;7272.72
901;3/9/18;13320;0,171;824,95;631429;25005;0,245;29500075579;289,961;7995329;0,1466;1,1623;0,9002;1.199,10;70,12;8.109,54;7260.06
902;4/9/18;13959;0,224;1430;589521;23087;0,241;29261246816;287,556;7995502;0,1461;1,1581;0,8971;1.194,00;69,56;8.091,25;7361.66
903;5/9/18;13310;0,153;1047;626957;25414;0,242;26961681243;264,905;7995536;0,1464;1,1629;0,8965;1.196,10;68,42;7.995,17;6792.83
904;6/9/18;12656;0,196;1169;588959;23479;0,238;23021677273;226,147;7995882;0,1463;1,1621;0,9028;1.199,00;67,52;7.922,73;6529.17
905;7/9/18;11959;0,194;984,496;582184;25113;0,244;22689876937;222,844;7994901;0,1462;1,1551;0,9001;1.195,10;67,55;7.902,54;6467.07
906;8/9/18;11787;0,158;827,416;543337;25208;0,243;21596143692;212,06;7996008;0,1462;1,1551;0,9001;1.195,10;67,55;7.902,54;6225.98
907;9/9/18;13013;0,151;761,612;565631;22118;0,244;20098304383;197,313;7995247;0,1462;1,1551;0,9001;1.195,10;67,55;7.902,54;6300.86
908;10/9/18;14458;0,156;863,23;561580;23525;0,24;19993520701;196,245;7995466;0,1459;1,1592;0,8998;1.194,50;67,41;7.924,16;6329.7
909;11/9/18;13455;0,175;852,205;557317;22317;0,24;19361703350;190,005;7995854;0,1455;1,1605;0,8957;1.196,80;69,04;7.972,47;6321.2
910;12/9/18;12563;0,16;1167;570673;24133;0,238;17945527341;176,072;7996023;0,1457;1,1624;0,8986;1.205,50;70,16;7.954,23;6351.8
911;13/9/18;13371;0,19;831,949;555724;24044;0,24;20107840019;197,248;7995284;0,1461;1,1688;0,8934;1.202,80;68,41;8.013,71;6517.31
912;14/9/18;12846;0,163;885,168;514394;26309;0,237;21726690187;213,086;7995760;0,1456;1,1628;0,8923;1.196,20;68,77;8.010,04;6512.71
913;15/9/18;10321;0,176;656,398;479695;25808;0,238;22291414935;218,581;7995227;0,1456;1,1628;0,8923;1.196,20;68,77;8.010,04;6543.2
914;16/9/18;10279;0,176;579,521;458432;27185;0,236;22242068431;218,053;7995881;0,1456;1,1628;0,8923;1.196,20;68,77;8.010,04;6517.18
915;17/9/18;11921;0,17;748,178;553720;25919;0,237;21710178440;212,796;7995346;0,1459;1,1683;0,894;1.201,20;68,68;7.895,79;6281.2
916;18/9/18;13557;0,221;738,988;500513;26176;0,241;20745184172;203,297;7995512;0,1457;1,1665;0,8898;1.198,50;69,59;7.956,11;6371.3
917;19/9/18;12245;0,288;639,97;507255;20024;0,235;21376087985;209,437;7996790;0,1461;1,1672;0,8905;1.203,90;70,77;7.950,04;6398.54
918;20/9/18;11252;0,209;800,083;498146;24244;0,239;21499565346;210,605;7996844;0,1461;1,1775;0,8888;1.206,60;70,32;8.028,23;6519.67
919;21/9/18;11849;0,287;1230;544686;26244;0,237;23480705377;229,965;7997094;0,1459;1,1749;0,8882;1.196,60;70,37;7.986,95;6734.95
920;22/9/18;10075;0,215;803,665;470309;25021;0,238;24582087057;240,704;7996365;0,1459;1,1749;0,8882;1.196,60;70,37;7.986,95;6721.98
921;23/9/18;9221;0,192;720,145;468627;25761;0,237;24755513221;242,354;7996326;0,1459;1,1749;0,8882;1.196,60;70,37;7.986,95;6710.63
922;24/9/18;11121;0,334;930,07;480337;28688;0,237;24150139523;236,38;7995473;0,1459;1,1746;0,8864;1.199,60;71,76;7.993,25;6595.41
923;25/9/18;10803;0,213;777,404;519108;28211;0,236;21901670369;214,33;7996188;0,1457;1,1771;0,8851;1.199,70;72,1;8.007,47;6446.47
924;26/9/18;12399;0,233;804,101;493507;29742;0,236;21981178608;215,064;7996248;0,1454;1,1738;0,887;1.194,40;71,41;7.990,37;6495
925;27/9/18;12058;0,247;723,437;504047;29477;0,237;22371108500;218,836;7996095;0,1452;1,1639;0,8819;1.185,50;71,96;8.041,97;6676.75
926;28/9/18;10250;0,28;764,152;500370;28071;0,236;23102655647;225,946;7996049;0,1456;1,1608;0,8794;1.193,90;73,06;8.046,35;6644.13
927;29/9/18;10778;0,346;745,03;434315;20428;0,236;23178206711;226,64;7995408;0,1456;1,1608;0,8794;1.193,90;73,06;8.046,35;6601.96
928;30/9/18;9840;0,254;656,321;479351;23846;0,236;23822010563;232,889;7997727;0,1456;1,1608;0,8794;1.193,90;73,06;8.046,35;6625.56
929;1/10/18;11229;0,296;606,87;476308;24593;0,236;23595530093;230,629;8000304;0,1456;1,1576;0,8777;1.189,40;75,14;8.037,30;6589.62
930;2/10/18;12271;0,301;511,843;490262;24107;0,233;23388899918;228,564;8000268;0,1456;1,1546;0,8797;1.204,20;75,04;7.999,55;6556.1
931;3/10/18;12321;0,175;630,475;559006;21423;0,237;22514653956;219,977;8000206;0,1456;1,1476;0,8731;1.200,10;76,24;8.025,09;6502.59
932;4/10/18;12111;0,177;639,833;559181;22655;0,234;22905761954;223,753;8000262;0,1456;1,1513;0,8777;1.198,80;74,25;7.879,51;6576.69
933;5/10/18;14693;0,161;555,664;595361;20849;0,236;22833403793;223,003;8000366;0,1456;1,1523;0,8792;1.202,80;74,26;7.788,45;6622.48
934;6/10/18;10697;0,11;410,174;596865;17610;0,231;23126763322;225,822;8000313;0,1456;1,1523;0,8792;1.202,80;74,26;7.788,45;6588.31
935;7/10/18;8532;0,141;439,784;497767;15402;0,231;22960808986;224,157;8000233;0,1456;1,1523;0,8792;1.202,80;74,26;7.788,45;6602.95
936;8/10/18;10710;0,181;682,787;542842;17036;0,233;23301581702;227,439;8000291;0,1442;1,149;0,8831;1.185,80;74,17;7.735,95;6652.23
